record_type,unit_id,global_morans_i,global_permutation_p,local_morans_i,local_raw_p,local_bh_q,local_class,island,n_effective,permutations,random_seed
global_moran_national,NATIONAL,0.573125947776071,0.0001,,,,,False,249,9999,20260822
local_moran,Abuakwa_North,,,0.0904346752616447,0.3502,0.449242325581395,NS,False,,9999,20260822
local_moran,Abuakwa_South,,,0.147750182550907,0.1834,0.329074100719425,NS,False,,9999,20260822
local_moran,Abura_Asebu_Kwamankese,,,-0.0114591632864813,0.4439,0.472355128205128,NS,False,,9999,20260822
local_moran,Accra_Metropolis,,,,,,ISLAND,True,,9999,20260822
local_moran,Achiase,,,0.180582973290279,0.1455,0.324814925373134,NS,False,,9999,20260822
local_moran,Ada_East,,,0.0217003710067009,0.2938,0.423156069364162,NS,False,,9999,20260822
local_moran,Ada_West,,,0.0537126198424457,0.1204,0.315630555555556,NS,False,,9999,20260822
local_moran,Adaklu,,,9.21564374914534,0.0003,0.00679090909090909,HH,False,,9999,20260822
local_moran,Adansi_Akrofuom,,,0.183388364790513,0.0908,0.301456,NS,False,,9999,20260822
local_moran,Adansi_Asokwa,,,0.171906933068862,0.1446,0.324814925373134,NS,False,,9999,20260822
local_moran,Adansi_North,,,0.174027812425292,0.135,0.315630555555556,NS,False,,9999,20260822
local_moran,Adansi_South,,,0.166815936253863,0.1346,0.315630555555556,NS,False,,9999,20260822
local_moran,Adenta_Municipal,,,0.00726970606778049,0.3638,0.449242325581395,NS,False,,9999,20260822
local_moran,Afadzato_South,,,1.187919311181,0.0089,0.0763064516129032,NS,False,,9999,20260822
local_moran,Afigya_Kwabre_North,,,0.0627665443076316,0.4084,0.464345205479452,NS,False,,9999,20260822
local_moran,Afigya_Kwabre_South,,,0.15564404541171,0.1767,0.325913333333333,NS,False,,9999,20260822
local_moran,Agona_East,,,0.0797753095980874,0.3496,0.449242325581395,NS,False,,9999,20260822
local_moran,Agona_West_Municipal,,,0.0875476189652047,0.3214,0.442422099447514,NS,False,,9999,20260822
local_moran,Agotime_Ziope,,,8.35663297795783,0.0001,0.00276666666666667,HH,False,,9999,20260822
local_moran,Ahafo_Ano_North,,,0.29262019025597,0.0486,0.216096428571429,NS,False,,9999,20260822
local_moran,Ahafo_Ano_South_East,,,0.174546720622827,0.112,0.313348314606742,NS,False,,9999,20260822
local_moran,Ahafo_Ano_South_West,,,0.184913324636953,0.0615,0.2392734375,NS,False,,9999,20260822
local_moran,Ahanta_West_Municipal,,,0.00697290319518019,0.3684,0.449242325581395,NS,False,,9999,20260822
local_moran,Ajumako_Enyan_Essiam,,,-0.000970846976668585,0.4652,0.480642323651452,NS,False,,9999,20260822
local_moran,Akatsi_North,,,7.01347181899317,0.0036,0.0426857142857143,HH,False,,9999,20260822
local_moran,Akatsi_South,,,1.68559891180698,0.0004,0.00766153846153846,HH,False,,9999,20260822
local_moran,Akwapem_North,,,0.0403133647115554,0.3973,0.45588801843318,NS,False,,9999,20260822
local_moran,Akwapem_South,,,0.022532126248281,0.4697,0.481672131147541,NS,False,,9999,20260822
local_moran,Akyem_Mansa,,,0.164812709509977,0.0998,0.306087804878049,NS,False,,9999,20260822
local_moran,Amansie_Central,,,0.182928915618341,0.1187,0.315630555555556,NS,False,,9999,20260822
local_moran,Amansie_South,,,0.17072037954928,0.1537,0.324814925373134,NS,False,,9999,20260822
local_moran,Amansie_West,,,0.175164721620497,0.1369,0.315630555555556,NS,False,,9999,20260822
local_moran,Anloga,,,0.0335261317318818,0.2606,0.393269090909091,NS,False,,9999,20260822
local_moran,Aowin,,,0.13140495033362,0.2569,0.393269090909091,NS,False,,9999,20260822
local_moran,Asante_Akim_Central_Municipal,,,0.0448433730918989,0.42,0.466660344827586,NS,False,,9999,20260822
local_moran,Asante_Akim_North,,,1.66981824992578,0.0019,0.023655,HH,False,,9999,20260822
local_moran,Asante_Akim_South,,,0.00209586316329168,0.4807,0.484592307692308,NS,False,,9999,20260822
local_moran,Asene_Akroso_Manso,,,0.18459809007953,0.0942,0.303907692307692,NS,False,,9999,20260822
local_moran,Ashaiman_Municipal,,,0.00552672862369977,0.3785,0.449242325581395,NS,False,,9999,20260822
local_moran,Asikuma_Odoben_Brakwa,,,0.111015481357095,0.2495,0.392762264150943,NS,False,,9999,20260822
local_moran,Asokore_Mampong_Municipal,,,0.185204266026134,0.1889,0.333589361702128,NS,False,,9999,20260822
local_moran,Asokwa_Municipal,,,0.181565161038058,0.1736,0.324814925373134,NS,False,,9999,20260822
local_moran,Assin_Fosu,,,0.185526761807444,0.165,0.324814925373134,NS,False,,9999,20260822
local_moran,Assin_North,,,0.181090085178592,0.0947,0.303907692307692,NS,False,,9999,20260822
local_moran,Assin_South,,,0.109146989628468,0.2657,0.39855,NS,False,,9999,20260822
local_moran,Asunafo_North_Municipal,,,0.740952416962636,0.0115,0.089484375,NS,False,,9999,20260822
local_moran,Asunafo_South,,,0.244618601028874,0.0575,0.234713114754098,NS,False,,9999,20260822
local_moran,Asuogyaman,,,0.480398160504516,0.0085,0.0763064516129032,NS,False,,9999,20260822
local_moran,Asutifi_North,,,0.789101110346686,0.0086,0.0763064516129032,NS,False,,9999,20260822
local_moran,Asutifi_South,,,0.563934665911972,0.0416,0.208422222222222,NS,False,,9999,20260822
local_moran,Atebubu_Amantin,,,3.72114410135571,0.0001,0.00276666666666667,HH,False,,9999,20260822
local_moran,Atiwa_East,,,0.0548100444655285,0.3808,0.449242325581395,NS,False,,9999,20260822
local_moran,Atiwa_West,,,0.158512436237292,0.151,0.324814925373134,NS,False,,9999,20260822
local_moran,Atwima_Kwanwoma,,,0.172604286921815,0.1312,0.315630555555556,NS,False,,9999,20260822
local_moran,Atwima_Mponua,,,0.177546009253567,0.0678,0.255790909090909,NS,False,,9999,20260822
local_moran,Atwima_Nwabiagya_North,,,0.153297472800766,0.1953,0.335892413793103,NS,False,,9999,20260822
local_moran,Atwima_Nwabiagya_South,,,0.164414823565747,0.1255,0.315630555555556,NS,False,,9999,20260822
local_moran,Awutu_Senya,,,-0.00321387448013324,0.4901,0.4901,NS,False,,9999,20260822
local_moran,Awutu_Senya_East,,,0.0368239252367257,0.3216,0.442422099447514,NS,False,,9999,20260822
local_moran,Ayawaso_West,,,0.00894902708192904,0.3385,0.449242325581395,NS,False,,9999,20260822
local_moran,Ayensuano,,,0.16851437676773,0.1071,0.307854545454545,NS,False,,9999,20260822
local_moran,Banda,,,0.19797648587476,0.3873,0.449242325581395,NS,False,,9999,20260822
local_moran,Bawku_Municipal,,,4.5435227474612,0.0001,0.00276666666666667,LL,False,,9999,20260822
local_moran,Bawku_West,,,0.125806880386444,0.1703,0.324814925373134,NS,False,,9999,20260822
local_moran,Bekwai_Municipal,,,0.175738401256397,0.1366,0.315630555555556,NS,False,,9999,20260822
local_moran,Berekum_East_Municipal,,,-0.28420952313986,0.1323,0.315630555555556,NS,False,,9999,20260822
local_moran,Berekum_West,,,0.121253789665843,0.1707,0.324814925373134,NS,False,,9999,20260822
