parent_code,parent_name,year,annual_rate,sen_slope,raw_p,bh_q
CZ,COASTAL ZONE,2001,0.39778042031845368,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2002,2.834602218993719,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2003,4.7950652117594856,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2004,11.120956818896438,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2005,8.8129581701226005,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2006,6.6953833064506405,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2007,3.3877819230612318,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2008,6.3911930841605837,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2009,4.6914223800678352,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2010,2.5437746132606573,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2011,4.912049613523096,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2012,4.3822376473446552,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2013,3.7137074647265638,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2014,2.0908402105173032,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2015,6.6753414366323982,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2016,3.4546662142283227,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2017,1.1064282389334155,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2018,2.4267804148843912,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2019,0.95433604243307912,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2020,8.2112937572467981,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2021,1.5309501125721727,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2022,5.2145754609808375,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2023,1.4506938203629887,-0.16474494754370669,0.23219999999999999,0.29025000000000001
CZ,COASTAL ZONE,2024,1.9287228840330901,-0.16474494754370669,0.23219999999999999,0.29025000000000001
FZ,FOREST ZONE,2001,12.171021970761553,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2002,8.3156931444917266,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2003,10.061882060128999,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2004,12.771195005288746,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2005,14.398825021692682,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2006,12.210534136683007,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2007,10.098999052101089,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2008,11.699503614708426,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2009,11.560015840088004,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2010,10.308479608355956,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2011,11.598476835389704,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2012,9.603696860416143,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2013,10.691051231882826,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2014,8.1733478116924303,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2015,14.663303199662085,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2016,11.897200166132158,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2017,6.6209886154299538,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2018,11.546066701668963,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2019,5.1499657270203816,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2020,14.587302413888589,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2021,6.8564831291994031,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2022,15.170079439444109,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2023,6.5674405959578674,-0.053140876442966098,0.57410000000000005,0.57410000000000005
FZ,FOREST ZONE,2024,13.435773541407645,-0.053140876442966098,0.57410000000000005,0.57410000000000005
